senior_citizen,tenure,monthly_charges,total_charges,gender_male,gender_unknown,partner_unknown,partner_yes,dependents_unknown,dependents_yes,contract_month-to-month,contract_one year,contract_two year,contract_unknown,paperless_billing_unknown,paperless_billing_yes,payment_method_credit card (automatic),payment_method_electronic check,payment_method_mailed check,payment_method_unknown,phone_service_unknown,phone_service_yes,multiple_lines_unknown,multiple_lines_yes,internet_service_fiber optic,internet_service_no,internet_service_none,internet_service_unknown,online_security_unknown,online_security_yes,online_backup_unknown,online_backup_yes,device_protection_unknown,device_protection_yes,tech_support_unknown,tech_support_yes,streaming_tv_unknown,streaming_tv_yes,streaming_movies_unknown,streaming_movies_yes,churn_unknown,churn_yes
0,-0.3148802446518193,-0.020343505499911804,-0.3352985420966026,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False
1,-0.9852457290078822,-0.020343505499911804,-0.3352985420966026,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,True,True,False,True,False,False,True
1,-1.6077279644813693,-0.020343505499911804,-0.3352985420966026,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False
0,-1.5598447155987933,-1.299121671649187,-1.0608734522149554,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False
0,1.0258507240603065,-0.020343505499911804,-0.3352985420966026,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False
1,1.5525664617686417,-0.020343505499911804,-0.3352985420966026,True,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False
1,-1.5598447155987933,-0.020343505499911804,-0.3352985420966026,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,True,False,False,False,False,True,True,False
0,0.3076019908216677,-0.020343505499911804,-0.19991000428114786,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False
0,0.9779674751777306,-0.020343505499911804,3.618405032618644,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,True,False,False,False,True,False
1,0.9779674751777306,-0.020343505499911804,0.2914091368428905,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False
0,1.6483329595337937,-0.020343505499911804,-0.3352985420966026,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
1,-0.3148802446518193,-0.020343505499911804,-0.3352985420966026,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False
1,1.1695004707080343,-0.020343505499911804,-0.3352985420966026,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False
1,0.5470182352345473,1.9258220145646239,-0.3352985420966026,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,True,True,False,True,False,False,False
1,1.361033466238338,-0.020343505499911804,4.489028070456098,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False
1,-1.5598447155987933,-0.3014690004710662,-0.3352985420966026,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,False,True,False,True,True,False,True,False
1,-0.17123049800409154,-0.020343505499911804,1.714917273460019,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
0,1.6483329595337937,-0.020343505499911804,-0.3352985420966026,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False
1,-1.7513777111290971,-0.020343505499911804,-1.1928335641551138,True,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,True
1,0.16395224417393994,-0.5374544261277466,1.2814185347228544,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,True,False,True,False
1,-1.3204284711859138,-0.32318194520461074,-0.8078556226180814,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,-1.3204284711859138,-0.020343505499911804,-0.3352985420966026,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False
0,-0.6021797379472749,2.202947756558546,-0.3352985420966026,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False,True,True,False,True,False
1,-1.6077279644813693,-0.6597325885745495,-1.138244453155707,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
1,1.6483329595337937,-0.020343505499911804,-0.3352985420966026,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
0,-1.3204284711859138,-0.020343505499911804,-0.3352985420966026,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,True,False,True
1,-0.02758075135636376,0.9595959739218959,-0.3352985420966026,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False
0,1.1695004707080343,2.860621424671958,-0.3352985420966026,False,True,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,False,True,False,True,False,False,True
0,0.7385512307648511,0.09679211740473566,-0.3352985420966026,True,False,True,False,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,False
1,-0.8894792312427304,0.3270636102367991,-0.3352985420966026,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,False,True,False,False,True,False,False
0,-0.506413240182123,-0.020343505499911804,-0.3352985420966026,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,True,False
1,0.5949014841171233,-2.5093326439030585,-0.3352985420966026,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,True,False,False,False
1,0.21183549305651586,-0.020343505499911804,-0.3352985420966026,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True
0,0.06818574640878809,2.357223942823204,-0.3352985420966026,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,True,False,True,False
1,0.6427847329996992,0.9750235925483622,-0.3352985420966026,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False
1,-0.21911374688666746,-0.020343505499911804,-0.3352985420966026,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False
0,0.9779674751777306,-0.020343505499911804,-0.3352985420966026,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True
1,1.1216172218254585,2.656062629550671,-0.3352985420966026,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,True,False
0,0.9300842262951547,2.811481602380252,0.7447241771392682,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False
0,-0.21911374688666746,-0.5414541791049785,-0.3352985420966026,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False
1,1.5525664617686417,1.2990035837041438,2.9747780719845625,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False
1,1.2173837195906103,-0.020343505499911804,-0.3352985420966026,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False
1,-0.21911374688666746,-0.020343505499911804,1.4633736669895223,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False
0,-1.3683117200684896,-0.020343505499911804,-0.3352985420966026,True,False,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True
0,-1.6077279644813693,-0.020343505499911804,-0.3352985420966026,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True
0,0.3554852397042436,-1.1894141614165412,-0.3352985420966026,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,False,True
0,-1.3683117200684896,-0.020343505499911804,-0.8687873214867867,True,False,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False
0,1.313150217355762,-0.020343505499911804,-0.3352985420966026,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,True,False,False,True
1,-1.2246619734207618,-0.020343505499911804,-0.3352985420966026,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True
1,0.4512517374693955,-1.2979788850842637,-0.3352985420966026,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False
0,-1.6077279644813693,-0.020343505499911804,-0.3352985420966026,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False
1,-0.21911374688666746,1.5966994838666868,-0.3352985420966026,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False
0,-1.2246619734207618,2.1046681119751343,-0.3352985420966026,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True
0,-0.8415959823601544,-0.020343505499911804,-0.3352985420966026,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1,-1.3683117200684896,1.034448493924378,-0.3352985420966026,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True
1,-0.2669969957692434,-2.497333384971363,-0.3352985420966026,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True
1,0.7385512307648511,-0.020343505499911804,-0.3352985420966026,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
0,-1.7513777111290971,-0.020343505499911804,-0.3352985420966026,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,True,True,False,True,False,False,True,False,True
1,-1.12889547565561,-0.020343505499911804,-0.3352985420966026,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True
0,0.5470182352345473,-0.020343505499911804,-0.3352985420966026,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,True,False,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True
0,-0.554296489064699,-0.020343505499911804,-0.3352985420966026,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False
1,-0.9373624801253063,-0.2803274490199836,-0.3352985420966026,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False
1,1.408916715120914,-0.020343505499911804,1.0370403383317273,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,True,False
0,-0.17123049800409154,-0.020343505499911804,1.9847429609105336,False,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False
1,0.8343177285300029,-0.020343505499911804,4.257309336609504,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False
0,-0.36276349353439524,-1.372260011804284,-0.3352985420966026,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False
0,-1.4640782178336416,-0.020343505499911804,-0.3352985420966026,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False
1,1.5525664617686417,1.8526836744095267,-0.3352985420966026,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False
0,1.0258507240603065,2.913189606658434,-0.3352985420966026,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,-0.4585299912995471,-1.244267916532864,-0.3352985420966026,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False
1,0.3076019908216677,-0.020343505499911804,0.647622585286186,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False
1,1.5046832128860659,-1.3002644582141105,-0.3352985420966026,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False
0,0.11606899529136401,-0.020343505499911804,-0.3352985420966026,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False
1,0.21183549305651586,-0.020343505499911804,2.4214301357117236,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True
1,1.361033466238338,-0.020343505499911804,4.330231954977058,True,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,False
0,-0.41064674241697113,-0.020343505499911804,-0.3352985420966026,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False
0,-1.6556112133639451,-0.03862809053868649,-0.3352985420966026,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False
1,-0.6500629868298508,-2.5561868930649174,-0.7596348126820376,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
1,1.1695004707080343,-0.020343505499911804,-0.3352985420966026,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
1,-0.7458294845950026,-0.020343505499911804,-0.3352985420966026,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False
1,-1.3204284711859138,-0.020343505499911804,-0.3352985420966026,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False
0,0.9779674751777306,-0.14490724107656186,1.2783243803703994,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True
0,-0.17123049800409154,-0.020343505499911804,-0.3352985420966026,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False
0,-0.07546400023893968,-0.020343505499911804,0.1431468598656978,True,False,False,True,False,True,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False
0,-1.3204284711859138,-0.020343505499911804,-0.3352985420966026,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True
0,1.6483329595337937,-0.020343505499911804,-0.3352985420966026,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False
1,1.5525664617686417,1.5904141577596083,3.693821830810476,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False
0,-0.07546400023893968,-0.18147641115411042,-0.3352985420966026,False,False,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False
0,0.020302497526212167,-0.020343505499911804,-0.3352985420966026,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1.361033466238338,2.4823590716823154,-0.3352985420966026,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False,True
0,-1.0331289778904582,-0.020343505499911804,-0.6088097873630609,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False
1,-0.7458294845950026,-0.020343505499911804,0.24214265701488127,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,False,True,True,False
0,-1.5119614667162173,0.7916063488781574,-0.3352985420966026,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False
1,1.2173837195906103,-0.020343505499911804,-0.3352985420966026,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True
1,-1.12889547565561,-1.8008049736505558,-0.3352985420966026,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False
0,1.1216172218254585,-0.020343505499911804,-0.3352985420966026,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False
0,-0.02758075135636376,-0.020343505499911804,0.8718759217893233,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False
0,-1.0810122267730342,-0.020343505499911804,-0.3352985420966026,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,True,False
0,0.6427847329996992,-2.673893909252027,-0.3352985420966026,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,True,False,False,False
0,-0.554296489064699,-0.020343505499911804,-0.3352985420966026,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,True,False,True
1,-0.506413240182123,-0.020343505499911804,1.2157556081462402,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False,False
1,1.361033466238338,-0.020343505499911804,-0.3352985420966026,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False
0,1.6004497106512177,2.2509447922853285,-0.3352985420966026,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False
0,-0.12334724912151561,-0.020343505499911804,0.37517415204106974,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,True,False,False,False,True,False,True,False
0,-0.7458294845950026,-0.020343505499911804,-0.3352985420966026,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,True,True,False,True,False,True,False
1,-0.6021797379472749,0.8270327323907828,-0.3352985420966026,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False
1,-0.07546400023893968,-0.020343505499911804,-0.3352985420966026,False,True,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False
1,-0.41064674241697113,1.568701213026064,-0.3352985420966026,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,-0.7937127334775785,-0.020343505499911804,-0.674824127591893,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
0,-0.2669969957692434,2.438361788932765,-0.3352985420966026,False,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,True,False,True,False
1,-0.7458294845950026,-1.2676950411137937,-0.3352985420966026,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True
1,-0.6979462357124268,-0.020343505499911804,-0.3352985420966026,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,True,False
0,0.5949014841171233,-0.020343505499911804,-0.3352985420966026,True,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False
1,-0.02758075135636376,-0.020343505499911804,-0.3352985420966026,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False
1,-0.506413240182123,-0.020343505499911804,-0.3352985420966026,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True
0,1.1216172218254585,0.9755949858308234,-0.3352985420966026,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False
1,1.6962162084163694,-0.020343505499911804,-0.3352985420966026,True,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False
1,0.3076019908216677,-0.020343505499911804,-0.3352985420966026,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True
1,1.2652669684731863,-0.020343505499911804,-0.3352985420966026,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
0,-1.0810122267730342,2.7177731040565343,-0.5107910915883369,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,True,False,True,False,True,False
1,0.4512517374693955,-0.020343505499911804,-0.3352985420966026,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False
0,-1.0810122267730342,-0.020343505499911804,-0.3352985420966026,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,True
0,-0.9852457290078822,1.997817568154797,-0.3352985420966026,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False
0,1.1695004707080343,-0.020343505499911804,4.0864794463081715,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True
1,-0.9373624801253063,-0.020343505499911804,-0.3352985420966026,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False
1,-0.9852457290078822,-0.020343505499911804,-0.3352985420966026,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
0,0.4991349863519714,-2.1430695498451118,-0.3352985420966026,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False
